SITEID,COUNTYID,PSI,DATACREATIONDATE
295,10004,39.0,2015/10/17
296,10004,38.0,2015/10/17
297,10018,42.0,2015/10/17
203,10005,43.0,2015/10/17
241,10005,45.0,2015/10/17
242,10005,36.0,2015/10/17
243,66000,33.0,2015/10/17
244,66000,46.0,2015/10/17
245,66000,52.0,2015/10/17
246,66000,43.0,2015/10/17
247,66000,48.0,2015/10/17
248,10007,48.0,2015/10/17
204,10007,47.0,2015/10/17
249,10007,49.0,2015/10/17
250,10008,58.0,2015/10/17
251,10009,48.0,2015/10/17
252,10009,56.0,2015/10/17
253,10010,55.0,2015/10/17
254,10010,64.0,2015/10/17
205,10009,54.0,2015/10/17
255,10020,66.0,2015/10/17
256,67000,64.0,2015/10/17
257,67000,70.0,2015/10/17
258,67000,,2015/10/17
259,67000,66.0,2015/10/17
260,64000,54.0,2015/10/17
206,64000,79.0,2015/10/17
261,64000,70.0,2015/10/17
207,64000,69.0,2015/10/17
262,64000,63.0,2015/10/17
263,64000,54.0,2015/10/17
264,64000,73.0,2015/10/17
265,64000,65.0,2015/10/17
266,64000,65.0,2015/10/17
209,64000,20.0,2015/10/17
267,64000,62.0,2015/10/17
212,68000,69.0,2015/10/13
275,10008,64.0,2015/10/13
213,65000,70.0,2015/10/13
214,64000,44.0,2015/10/13
215,10008,57.0,2015/10/13
218,9007,83.0,2015/10/13
220,9020,72.0,2015/10/13
221,10016,68.0,2015/10/13
223,10014,42.0,2015/10/13
367625,10009,78.0,2015/10/13
276,10017,65.0,2015/10/13
277,65000,63.0,2015/10/13
211,65000,63.0,2015/10/13
278,65000,70.0,2015/10/13
279,65000,56.0,2015/10/13
280,65000,56.0,2015/10/13
281,65000,56.0,2015/10/13
282,65000,54.0,2015/10/13
283,65000,54.0,2015/10/13
284,65000,62.0,2015/10/13
285,65000,54.0,2015/10/13
286,63000,62.0,2015/10/13
287,63000,60.0,2015/10/13
288,63000,56.0,2015/10/13
262,64000,49.0,2015/10/20
263,64000,39.0,2015/10/20
264,64000,76.0,2015/10/20
265,64000,66.0,2015/10/20
266,64000,76.0,2015/10/20
209,64000,33.0,2015/10/20
267,64000,63.0,2015/10/20
268,10013,55.0,2015/10/20
269,10013,46.0,2015/10/20
270,10013,36.0,2015/10/20
271,10014,28.0,2015/10/20
247,66000,64.0,2015/10/20
248,10007,65.0,2015/10/20
204,10007,70.0,2015/10/20
249,10007,60.0,2015/10/20
250,10008,71.0,2015/10/20
251,10009,58.0,2015/10/20
252,10009,58.0,2015/10/20
253,10010,57.0,2015/10/20
254,10010,66.0,2015/10/20
205,10009,55.0,2015/10/20
255,10020,61.0,2015/10/20
256,67000,61.0,2015/10/20
257,67000,,2015/10/20
258,67000,,2015/10/20
259,67000,52.0,2015/10/20
260,64000,38.0,2015/10/20
206,64000,58.0,2015/10/20
261,64000,54.0,2015/10/20
207,64000,54.0,2015/10/20
247,66000,62.0,2015/10/14
248,10007,62.0,2015/10/14
204,10007,55.0,2015/10/14
249,10007,63.0,2015/10/14
250,10008,81.0,2015/10/14
251,10009,60.0,2015/10/14
252,10009,64.0,2015/10/14
253,10010,77.0,2015/10/14
254,10010,76.0,2015/10/14
205,10009,67.0,2015/10/14
255,10020,76.0,2015/10/14
256,67000,93.0,2015/10/14
257,67000,77.0,2015/10/14
206,64000,78.0,2015/10/14
261,64000,69.0,2015/10/14
207,64000,68.0,2015/10/14
262,64000,60.0,2015/10/14
263,64000,64.0,2015/10/14
264,64000,77.0,2015/10/14
265,64000,70.0,2015/10/14
266,64000,72.0,2015/10/14
209,64000,64.0,2015/10/14
267,64000,59.0,2015/10/14
268,10013,60.0,2015/10/14
269,10013,62.0,2015/10/14
270,10013,44.0,2015/10/14
271,10014,34.0,2015/10/14
272,10015,30.0,2015/10/14
210,63000,44.0,2015/10/14
273,10002,38.0,2015/10/14
274,10002,33.0,2015/10/14
211,65000,50.0,2015/10/14
212,68000,40.0,2015/10/14
275,10008,63.0,2015/10/14
213,65000,33.0,2015/10/14
214,64000,,2015/10/14
215,10008,72.0,2015/10/14
246,66000,57.0,2015/10/14
258,67000,,2015/10/14
259,67000,30.0,2015/10/14
260,64000,55.0,2015/10/14
289,63000,58.0,2015/10/13
290,63000,54.0,2015/10/13
201,63000,63.0,2015/10/13
291,68000,50.0,2015/10/13
292,68000,60.0,2015/10/13
202,68000,60.0,2015/10/13
293,68000,58.0,2015/10/13
294,68000,71.0,2015/10/13
295,10004,56.0,2015/10/13
296,10004,53.0,2015/10/13
293,68000,27.0,2015/10/20
294,68000,28.0,2015/10/20
295,10004,30.0,2015/10/20
296,10004,27.0,2015/10/20
297,10018,26.0,2015/10/20
203,10005,36.0,2015/10/20
241,10005,74.0,2015/10/20
242,10005,79.0,2015/10/20
243,66000,70.0,2015/10/20
244,66000,90.0,2015/10/20
245,66000,80.0,2015/10/20
246,66000,76.0,2015/10/20
259,67000,45.0,2015/10/13
260,64000,42.0,2015/10/13
206,64000,58.0,2015/10/13
261,64000,54.0,2015/10/13
207,64000,,2015/10/12
262,64000,50.0,2015/10/13
263,64000,40.0,2015/10/13
264,64000,50.0,2015/10/13
265,64000,45.0,2015/10/13
266,64000,47.0,2015/10/13
209,64000,46.0,2015/10/13
267,64000,47.0,2015/10/13
268,10013,42.0,2015/10/13
269,10013,40.0,2015/10/13
270,10013,64.0,2015/10/13
257,67000,82.0,2015/10/13
258,67000,,2015/10/13
207,64000,,2015/10/13
271,10014,47.0,2015/10/13
272,10015,61.0,2015/10/13
210,63000,75.0,2015/10/13
273,10002,64.0,2015/10/13
274,10002,59.0,2015/10/13
292,68000,39.0,2015/10/20
202,68000,40.0,2015/10/20
276,10017,75.0,2015/10/12
277,65000,71.0,2015/10/12
278,65000,84.0,2015/10/12
279,65000,68.0,2015/10/12
280,65000,66.0,2015/10/12
281,65000,66.0,2015/10/12
282,65000,66.0,2015/10/12
283,65000,64.0,2015/10/12
284,65000,73.0,2015/10/12
285,65000,60.0,2015/10/12
286,63000,74.0,2015/10/12
287,63000,70.0,2015/10/12
288,63000,68.0,2015/10/12
289,63000,68.0,2015/10/12
290,63000,69.0,2015/10/12
201,63000,72.0,2015/10/12
