SITEID,COUNTYID,PSI,DATACREATIONDATE
221,10016,63.0,2015/9/18
223,10014,42.0,2015/9/18
367625,10009,67.0,2015/9/18
276,10017,52.0,2015/9/18
277,65000,59.0,2015/9/18
278,65000,54.0,2015/9/18
279,65000,,2015/9/18
280,65000,59.0,2015/9/18
281,65000,59.0,2015/9/18
205,10009,54.0,2015/9/24
255,10020,43.0,2015/9/24
256,67000,53.0,2015/9/24
257,67000,48.0,2015/9/24
258,67000,34.0,2015/9/24
259,67000,27.0,2015/9/24
260,64000,29.0,2015/9/24
206,64000,52.0,2015/9/24
261,64000,49.0,2015/9/24
207,64000,45.0,2015/9/24
262,64000,32.0,2015/9/24
263,64000,35.0,2015/9/24
264,64000,52.0,2015/9/24
265,64000,40.0,2015/9/24
266,64000,33.0,2015/9/24
209,64000,34.0,2015/9/24
267,64000,34.0,2015/9/24
268,10013,43.0,2015/9/24
269,10013,46.0,2015/9/24
270,10013,46.0,2015/9/24
271,10014,16.0,2015/9/24
272,10015,29.0,2015/9/24
210,63000,29.0,2015/9/24
273,10002,40.0,2015/9/24
274,10002,37.0,2015/9/24
211,65000,60.0,2015/9/24
212,68000,54.0,2015/9/24
275,10008,52.0,2015/9/24
213,65000,43.0,2015/9/24
214,64000,37.0,2015/9/24
215,10008,46.0,2015/9/24
218,9007,31.0,2015/9/24
220,9020,78.0,2015/9/24
221,10016,19.0,2015/9/24
223,10014,24.0,2015/9/24
248,10007,56.0,2015/9/22
204,10007,52.0,2015/9/22
249,10007,48.0,2015/9/22
250,10008,62.0,2015/9/22
251,10009,55.0,2015/9/22
252,10009,53.0,2015/9/22
253,10010,58.0,2015/9/22
254,10010,58.0,2015/9/22
205,10009,56.0,2015/9/22
255,10020,60.0,2015/9/22
256,67000,56.0,2015/9/22
257,67000,49.0,2015/9/22
258,67000,45.0,2015/9/22
259,67000,43.0,2015/9/22
260,64000,65.0,2015/9/22
206,64000,,2015/9/22
261,64000,,2015/9/22
207,64000,51.0,2015/9/22
262,64000,48.0,2015/9/22
263,64000,41.0,2015/9/22
264,64000,45.0,2015/9/22
265,64000,49.0,2015/9/22
266,64000,48.0,2015/9/22
209,64000,48.0,2015/9/22
267,64000,39.0,2015/9/22
268,10013,44.0,2015/9/22
269,10013,45.0,2015/9/22
270,10013,26.0,2015/9/22
271,10014,21.0,2015/9/22
255,10020,56.0,2015/9/17
256,67000,58.0,2015/9/17
257,67000,52.0,2015/9/17
258,67000,73.0,2015/9/17
259,67000,56.0,2015/9/17
260,64000,,2015/9/17
206,64000,48.0,2015/9/17
261,64000,39.0,2015/9/17
207,64000,40.0,2015/9/17
262,64000,41.0,2015/9/17
263,64000,33.0,2015/9/17
264,64000,45.0,2015/9/17
265,64000,43.0,2015/9/17
266,64000,29.0,2015/9/17
209,64000,35.0,2015/9/17
267,64000,33.0,2015/9/17
268,10013,37.0,2015/9/17
269,10013,29.0,2015/9/17
270,10013,,2015/9/17
271,10014,37.0,2015/9/17
272,10015,54.0,2015/9/17
210,63000,21.0,2015/9/17
273,10002,54.0,2015/9/17
274,10002,52.0,2015/9/17
211,65000,46.0,2015/9/17
212,68000,52.0,2015/9/17
275,10008,57.0,2015/9/17
213,65000,46.0,2015/9/17
214,64000,28.0,2015/9/17
246,66000,71.0,2015/9/17
247,66000,71.0,2015/9/17
248,10007,,2015/9/17
204,10007,60.0,2015/9/17
249,10007,57.0,2015/9/17
250,10008,78.0,2015/9/17
251,10009,87.0,2015/9/17
252,10009,61.0,2015/9/17
272,10015,25.0,2015/9/22
210,63000,33.0,2015/9/22
273,10002,31.0,2015/9/22
274,10002,26.0,2015/9/22
211,65000,46.0,2015/9/22
212,68000,48.0,2015/9/22
275,10008,55.0,2015/9/22
213,65000,27.0,2015/9/22
214,64000,39.0,2015/9/22
215,10008,60.0,2015/9/22
218,9007,40.0,2015/9/22
220,9020,30.0,2015/9/22
221,10016,36.0,2015/9/22
278,65000,23.0,2015/9/22
279,65000,19.0,2015/9/22
280,65000,33.0,2015/9/22
281,65000,38.0,2015/9/22
282,65000,29.0,2015/9/22
283,65000,30.0,2015/9/22
284,65000,52.0,2015/9/22
285,65000,35.0,2015/9/22
250,10008,85.0,2015/9/18
251,10009,88.0,2015/9/18
252,10009,,2015/9/18
253,10010,,2015/9/18
254,10010,64.0,2015/9/18
205,10009,78.0,2015/9/18
255,10020,81.0,2015/9/18
256,67000,82.0,2015/9/18
257,67000,79.0,2015/9/18
258,67000,86.0,2015/9/18
259,67000,88.0,2015/9/18
260,64000,,2015/9/18
206,64000,87.0,2015/9/18
261,64000,60.0,2015/9/18
207,64000,56.0,2015/9/18
262,64000,,2015/9/18
263,64000,47.0,2015/9/18
264,64000,93.0,2015/9/18
265,64000,95.0,2015/9/18
266,64000,71.0,2015/9/18
209,64000,52.0,2015/9/18
267,64000,41.0,2015/9/18
268,10013,45.0,2015/9/18
269,10013,42.0,2015/9/18
270,10013,46.0,2015/9/18
271,10014,40.0,2015/9/18
272,10015,,2015/9/18
210,63000,54.0,2015/9/18
273,10002,55.0,2015/9/18
274,10002,50.0,2015/9/18
211,65000,51.0,2015/9/18
212,68000,53.0,2015/9/18
275,10008,90.0,2015/9/18
215,10008,85.0,2015/9/18
218,9007,69.0,2015/9/18
220,9020,66.0,2015/9/18
242,10005,41.0,2015/9/25
243,66000,30.0,2015/9/25
244,66000,52.0,2015/9/25
245,66000,52.0,2015/9/25
246,66000,51.0,2015/9/25
247,66000,54.0,2015/9/25
248,10007,52.0,2015/9/25
204,10007,49.0,2015/9/25
249,10007,52.0,2015/9/25
250,10008,58.0,2015/9/25
251,10009,50.0,2015/9/25
252,10009,52.0,2015/9/25
253,10010,52.0,2015/9/25
254,10010,55.0,2015/9/25
205,10009,41.0,2015/9/25
255,10020,40.0,2015/9/25
256,67000,47.0,2015/9/25
257,67000,37.0,2015/9/25
258,67000,45.0,2015/9/25
259,67000,44.0,2015/9/25
260,64000,28.0,2015/9/25
206,64000,50.0,2015/9/25
261,64000,50.0,2015/9/25
207,64000,53.0,2015/9/25
262,64000,44.0,2015/9/25
263,64000,54.0,2015/9/25
264,64000,54.0,2015/9/25
265,64000,48.0,2015/9/25
266,64000,46.0,2015/9/25
209,64000,52.0,2015/9/25
267,64000,50.0,2015/9/25
268,10013,44.0,2015/9/25
269,10013,50.0,2015/9/25
270,10013,24.0,2015/9/25
213,65000,28.0,2015/9/25
214,64000,48.0,2015/9/25
215,10008,40.0,2015/9/25
297,10018,44.0,2015/9/23
203,10005,53.0,2015/9/23
241,10005,,2015/9/23
242,10005,54.0,2015/9/23
243,66000,58.0,2015/9/23
244,66000,60.0,2015/9/23
245,66000,,2015/9/23
246,66000,56.0,2015/9/23
247,66000,58.0,2015/9/23
248,10007,54.0,2015/9/23
204,10007,50.0,2015/9/23
249,10007,50.0,2015/9/23
250,10008,62.0,2015/9/23
251,10009,61.0,2015/9/23
252,10009,55.0,2015/9/23
253,10010,58.0,2015/9/23
254,10010,56.0,2015/9/23
205,10009,47.0,2015/9/23
255,10020,62.0,2015/9/23
256,67000,56.0,2015/9/23
257,67000,53.0,2015/9/23
258,67000,49.0,2015/9/23
259,67000,47.0,2015/9/23
260,64000,52.0,2015/9/23
206,64000,58.0,2015/9/23
261,64000,63.0,2015/9/23
207,64000,74.0,2015/9/23
262,64000,67.0,2015/9/23
263,64000,81.0,2015/9/23
264,64000,61.0,2015/9/23
265,64000,57.0,2015/9/23
266,64000,53.0,2015/9/23
209,64000,62.0,2015/9/23
249,10007,37.0,2015/9/27
250,10008,45.0,2015/9/27
251,10009,39.0,2015/9/27
252,10009,,2015/9/26
253,10010,47.0,2015/9/27
254,10010,61.0,2015/9/27
205,10009,47.0,2015/9/27
255,10020,51.0,2015/9/27
256,67000,31.0,2015/9/27
257,67000,50.0,2015/9/27
258,67000,52.0,2015/9/27
259,67000,49.0,2015/9/27
260,64000,46.0,2015/9/27
206,64000,,2015/9/27
261,64000,60.0,2015/9/27
207,64000,62.0,2015/9/27
262,64000,47.0,2015/9/27
263,64000,27.0,2015/9/27
264,64000,,
265,64000,57.0,2015/9/27
266,64000,57.0,2015/9/27
209,64000,59.0,2015/9/27
267,64000,58.0,2015/9/27
268,10013,52.0,2015/9/27
269,10013,50.0,2015/9/27
270,10013,39.0,2015/9/27
271,10014,25.0,2015/9/27
272,10015,29.0,2015/9/27
210,63000,49.0,2015/9/27
273,10002,41.0,2015/9/27
274,10002,35.0,2015/9/27
211,65000,52.0,2015/9/27
212,68000,49.0,2015/9/27
275,10008,50.0,2015/9/27
213,65000,33.0,2015/9/27
212,68000,50.0,2015/9/23
275,10008,55.0,2015/9/23
254,10010,66.0,2015/9/26
205,10009,60.0,2015/9/26
255,10020,80.0,2015/9/26
256,67000,81.0,2015/9/26
257,67000,93.0,2015/9/26
258,67000,90.0,2015/9/26
259,67000,94.0,2015/9/26
260,64000,62.0,2015/9/26
206,64000,87.0,2015/9/26
261,64000,89.0,2015/9/26
207,64000,,2015/9/26
262,64000,82.0,2015/9/26
263,64000,85.0,2015/9/26
265,64000,95.0,2015/9/26
266,64000,88.0,2015/9/26
209,64000,79.0,2015/9/26
267,64000,72.0,2015/9/26
268,10013,,2015/9/26
269,10013,77.0,2015/9/26
270,10013,40.0,2015/9/26
271,10014,40.0,2015/9/26
272,10015,46.0,2015/9/26
210,63000,40.0,2015/9/26
273,10002,36.0,2015/9/26
274,10002,32.0,2015/9/26
211,65000,44.0,2015/9/26
212,68000,38.0,2015/9/26
275,10008,76.0,2015/9/26
213,65000,35.0,2015/9/26
214,64000,52.0,2015/9/26
215,10008,75.0,2015/9/26
